Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
25.1,92.0,Medium,High,Yes,7.2,63.8,Low,Yes,0.0,59.4
8.0,82.1,High,Medium,Yes,7.2,55.9,Low,Yes,3.0,40.2
11.0,68.1,,High,Yes,7.1,56.4,Low,Yes,1.0,42.5
17.8,81.3,Medium,Medium,No,8.9,99.4,Low,No,2.0,67.3
17.6,80.9,High,Medium,Yes,7.2,81.3,Low,Yes,2.0,60.8
30.7,88.5,High,Low,No,7.3,99.2,Low,Yes,0.0,76.0
23.8,92.0,Medium,High,Yes,8.2,89.0,Low,Yes,2.0,75.1
18.9,96.4,Low,Low,Yes,5.4,93.5,Low,Yes,0.0,67.0
12.6,93.1,High,High,Yes,6.7,88.5,Low,Yes,1.0,66.3
19.4,85.0,Low,High,No,7.5,95.6,Low,No,2.0,67.6
23.8,98.3,Medium,High,Yes,7.5,71.4,Low,Yes,1.0,61.8
8.7,99.4,Medium,Medium,Yes,8.1,92.3,Low,Yes,0.0,50.1
29.2,83.0,Medium,High,No,6.0,75.9,Low,No,1.0,63.6
23.2,86.9,High,Low,Yes,8.7,50.9,Low,Yes,0.0,49.2
19.9,67.2,Medium,High,No,7.3,66.9,Low,Yes,1.0,49.0
22.6,69.6,Low,High,No,9.3,89.2,Low,Yes,0.0,60.1
14.8,87.9,High,Medium,Yes,7.7,91.9,Low,Yes,0.0,61.9
23.7,94.4,Medium,Medium,Yes,6.5,95.0,Low,Yes,0.0,72.6
22.9,87.4,High,High,No,6.9,85.2,Low,Yes,0.0,57.9
16.3,65.0,Medium,Medium,Yes,6.9,62.9,Low,Yes,2.0,42.0
13.0,78.0,Medium,Low,Yes,7.7,72.9,Low,Yes,2.0,50.0
24.7,81.3,Low,Medium,Yes,6.2,88.1,Low,No,0.0,60.5
12.1,87.5,Medium,High,Yes,7.0,65.4,Low,Yes,1.0,53.8
21.1,62.7,High,Medium,No,6.6,50.5,Low,Yes,0.0,40.1
28.3,97.4,Medium,High,Yes,6.1,80.3,Low,Yes,3.0,68.4
25.0,63.2,High,Medium,Yes,9.5,51.0,Low,Yes,2.0,47.4
23.6,80.8,Medium,Medium,Yes,9.2,78.8,Low,Yes,0.0,55.9
17.5,77.8,Low,High,No,8.3,70.6,Low,No,1.0,50.5
14.3,78.6,Medium,Medium,Yes,8.1,57.7,Low,Yes,4.0,49.8
18.7,79.4,High,Medium,Yes,8.2,83.9,Low,Yes,1.0,61.3
15.8,64.3,Medium,Low,Yes,4.2,68.9,Low,Yes,2.0,42.3
14.0,67.9,Medium,Low,No,6.8,58.1,Low,Yes,0.0,39.5
14.5,70.9,High,Medium,No,7.1,83.1,Low,Yes,4.0,60.1
33.1,89.9,Medium,High,Yes,7.1,82.6,Low,Yes,1.0,69.1
21.5,83.5,High,High,Yes,6.0,86.2,Low,Yes,1.0,65.1
24.1,70.1,Low,Medium,Yes,6.1,74.7,Low,Yes,1.0,56.1
21.7,94.1,Medium,Medium,Yes,8.2,77.6,Low,Yes,3.0,66.5
19.3,66.1,High,Medium,No,6.5,84.9,Low,Yes,3.0,59.2
20.0,75.6,High,Low,No,6.6,55.2,Low,No,0.0,37.7
2.4,97.5,Medium,Medium,Yes,7.0,61.2,Low,Yes,1.0,43.6
19.2,94.4,Low,High,Yes,8.8,58.1,Low,Yes,1.0,51.4
15.9,81.6,Low,Medium,,7.5,50.3,Low,Yes,3.0,50.5
22.4,64.9,High,Medium,Yes,5.2,55.5,Low,Yes,2.0,58.6
27.9,92.7,High,Medium,Yes,6.6,65.7,Low,Yes,3.0,62.0
16.7,87.9,Medium,Medium,Yes,7.2,90.1,Low,Yes,1.0,64.0
16.8,80.8,Medium,Low,No,8.1,87.6,Low,Yes,1.0,59.1
23.4,65.4,Low,Medium,No,7.3,71.8,Low,Yes,2.0,57.8
24.5,61.0,High,Medium,Yes,7.8,75.3,Low,Yes,1.0,58.3
10.3,62.6,Low,Medium,Yes,9.6,99.2,Low,Yes,2.0,65.4
17.4,67.1,Medium,High,Yes,8.2,57.6,Low,Yes,1.0,37.6
26.8,77.1,Medium,Medium,No,7.3,62.9,Low,Yes,1.0,53.2
19.7,88.0,Low,Medium,Yes,7.6,79.3,Low,No,2.0,62.3
34.3,62.6,Low,Medium,No,7.2,51.2,Low,Yes,3.0,51.5
19.4,79.1,High,High,Yes,5.2,56.8,Low,Yes,1.0,51.9
19.6,84.8,High,High,Yes,7.8,63.8,Low,No,2.0,52.7
15.7,78.1,Low,High,No,6.6,53.4,Low,Yes,1.0,46.7
30.3,82.7,High,Low,Yes,6.2,69.9,Low,Yes,2.0,70.6
28.2,71.9,Medium,High,No,7.7,65.8,Low,Yes,2.0,54.6
11.5,68.2,Medium,High,No,4.8,82.8,Low,Yes,3.0,48.7
17.3,64.5,Low,Medium,No,7.8,53.5,Low,Yes,4.0,40.4
25.1,76.3,High,High,Yes,9.4,62.7,Low,Yes,4.0,56.7
22.7,73.8,High,Medium,No,5.6,94.9,Low,Yes,5.0,68.1
33.1,77.1,High,High,Yes,9.0,87.1,Low,Yes,0.0,68.3
22.6,77.3,Medium,Medium,No,6.4,74.2,Low,Yes,0.0,56.4
16.4,72.0,Low,Low,Yes,6.4,76.6,Low,Yes,2.0,58.6
14.1,87.9,Medium,Medium,No,8.0,54.3,Low,Yes,2.0,48.9
23.7,77.1,Medium,High,No,4.9,74.0,Low,Yes,1.0,66.4
6.6,90.4,Low,High,Yes,8.4,59.1,Low,Yes,2.0,43.7
16.2,68.4,High,Medium,No,6.9,68.3,Low,Yes,1.0,48.9
19.8,89.8,Low,Medium,No,5.3,81.8,Low,Yes,1.0,65.7
15.6,,Medium,High,Yes,5.0,56.0,Low,No,4.0,51.9
24.6,98.3,Low,High,No,7.0,99.6,Low,Yes,2.0,83.2
19.0,90.9,Low,High,No,8.2,57.8,Low,Yes,1.0,55.9
24.2,,High,,Yes,6.5,90.5,Low,Yes,4.0,72.2
11.2,80.5,Low,High,Yes,7.1,82.3,Low,Yes,1.0,55.3
21.4,90.5,Medium,Medium,Yes,6.9,89.8,Low,Yes,2.0,61.6
18.8,68.9,Medium,High,No,5.0,90.9,Low,Yes,0.0,63.9
21.8,67.2,High,High,No,6.4,58.0,Low,Yes,0.0,50.4
1.4,87.7,Medium,Medium,Yes,4.8,50.0,Low,Yes,1.0,39.1
23.4,93.2,Medium,Medium,No,8.8,87.9,Low,Yes,1.0,63.9
29.7,94.9,High,Medium,Yes,6.2,61.1,Low,Yes,3.0,66.0
15.7,89.3,High,Medium,Yes,6.0,73.1,Low,Yes,8.0,62.0
23.2,89.0,Medium,High,Yes,6.6,51.6,Low,Yes,1.0,48.0
33.8,70.7,Medium,Low,Yes,6.3,90.2,Low,Yes,0.0,62.0
10.3,75.7,Low,High,Yes,7.2,97.3,Low,Yes,2.0,58.1
23.3,82.4,Medium,Low,Yes,7.6,59.3,Low,Yes,1.0,55.4
12.1,62.2,High,Medium,Yes,6.4,63.8,Low,Yes,0.0,39.4
17.2,89.0,High,High,No,7.6,94.9,Low,Yes,1.0,60.0
22.2,91.8,Medium,Medium,Yes,8.6,57.8,Low,Yes,1.0,54.7
27.0,96.1,Low,Low,No,8.2,53.8,Low,Yes,1.0,48.9
18.5,82.6,Medium,Medium,Yes,6.9,91.0,Low,No,2.0,62.4
24.6,88.8,Medium,High,Yes,8.4,50.8,Low,Yes,0.0,53.7
17.9,,Medium,Low,Yes,7.9,64.3,Low,Yes,2.0,53.5
23.5,85.2,Medium,Medium,Yes,5.2,60.3,Low,Yes,2.0,56.5
11.4,67.7,High,Low,Yes,7.0,61.5,Low,Yes,0.0,35.2
23.2,72.4,Medium,Medium,No,7.0,60.4,Low,Yes,3.0,45.1
21.0,68.8,Medium,Medium,Yes,9.2,63.1,Low,Yes,1.0,46.7
26.2,83.2,Low,Medium,No,6.7,62.2,Low,Yes,2.0,59.6
21.0,98.4,Low,Medium,Yes,7.8,59.9,Low,Yes,0.0,51.9
17.9,84.5,Medium,Medium,Yes,7.0,60.7,Low,Yes,3.0,53.8
22.0,89.7,Medium,Low,Yes,7.5,53.7,Low,Yes,1.0,51.4
10.8,88.6,High,Medium,No,7.8,65.6,Low,Yes,2.0,52.5
22.9,84.2,High,Medium,Yes,7.0,91.1,Low,Yes,2.0,73.0
28.0,69.1,High,Low,Yes,6.1,68.7,Low,Yes,2.0,60.7
21.6,67.8,Medium,Medium,Yes,6.4,50.9,Low,Yes,1.0,40.7
8.3,71.0,High,Low,No,7.1,88.5,Low,Yes,5.0,51.7
10.0,92.0,High,Medium,No,5.6,70.0,Low,Yes,0.0,47.5
21.0,63.1,Medium,Medium,Yes,6.7,51.4,Low,Yes,0.0,39.4
13.0,60.5,Medium,Medium,Yes,8.9,89.8,Low,Yes,0.0,52.6
25.8,81.3,Medium,Medium,No,6.7,96.8,Low,Yes,2.0,68.3
18.3,73.3,Medium,High,No,8.3,100.0,Low,Yes,1.0,67.8
28.3,81.5,Medium,Low,Yes,7.0,56.2,Low,Yes,4.0,57.5
20.2,79.0,Medium,High,Yes,7.4,83.9,Low,Yes,0.0,60.1
28.8,66.6,High,High,Yes,6.4,72.9,Low,Yes,1.0,63.1
23.9,86.0,High,High,No,6.8,89.8,Low,No,1.0,68.8
21.8,87.2,Medium,Low,Yes,6.2,71.8,Low,Yes,0.0,53.4
23.5,94.3,Medium,Medium,Yes,7.3,59.9,Low,Yes,0.0,55.3
15.9,97.9,Medium,Medium,Yes,5.8,64.0,Low,Yes,0.0,56.2
30.5,66.9,High,Medium,No,6.9,51.9,Low,Yes,4.0,50.3
31.6,73.4,Medium,High,No,6.1,82.2,Low,Yes,3.0,73.8
26.5,66.7,Medium,Medium,Yes,5.5,50.0,Low,Yes,0.0,44.1
18.9,68.3,Low,High,Yes,8.5,76.6,Low,Yes,0.0,47.6
25.2,87.7,Medium,High,Yes,7.8,69.3,Low,No,3.0,64.3
12.6,95.5,Medium,Medium,Yes,6.3,77.6,Low,Yes,2.0,58.4
27.5,87.0,Medium,Low,No,6.3,65.3,Low,Yes,1.0,51.8
22.9,71.2,High,High,Yes,7.6,64.4,Low,Yes,1.0,58.8
11.9,89.2,Low,High,Yes,7.6,90.8,Low,,0.0,66.3
19.1,94.1,Medium,Medium,Yes,7.7,73.4,Low,Yes,2.0,62.7
18.0,75.5,High,Medium,Yes,8.2,75.0,Low,Yes,5.0,60.7
19.1,78.8,Medium,Low,Yes,7.8,73.3,Low,Yes,1.0,50.9
19.7,63.6,Medium,High,Yes,6.7,83.1,Low,Yes,2.0,59.4
14.3,76.8,High,Medium,No,6.3,71.6,Low,Yes,1.0,53.7
19.6,64.5,Low,High,No,7.8,70.1,Low,Yes,0.0,52.4
20.1,73.2,Medium,Medium,Yes,9.2,69.5,Low,Yes,,61.1
13.1,68.6,High,High,Yes,7.9,92.2,Low,Yes,3.0,53.7
13.4,99.3,High,Medium,No,7.8,62.7,Low,Yes,2.0,41.7
23.6,83.1,Medium,High,No,9.1,82.5,Low,Yes,0.0,60.5
23.5,93.5,Medium,Medium,No,7.8,77.7,Low,Yes,3.0,69.0
24.9,92.4,Medium,Medium,Yes,9.6,61.8,Low,Yes,3.0,61.6
29.9,97.7,Low,High,No,6.0,82.0,Low,Yes,2.0,82.0
10.0,90.7,Low,High,No,6.2,58.4,Low,Yes,1.0,47.4
23.0,82.3,Medium,Medium,No,7.8,59.6,Low,Yes,0.0,46.8
24.4,86.4,Medium,High,Yes,9.2,82.0,Low,Yes,3.0,64.5
28.3,80.5,Medium,Low,Yes,6.0,78.5,Low,Yes,3.0,65.3
30.7,99.7,High,Medium,No,6.1,54.3,Low,Yes,1.0,59.7
21.6,94.6,Low,Medium,No,10.0,54.1,Low,Yes,1.0,46.8
27.7,80.9,High,Low,Yes,4.8,55.4,Low,Yes,1.0,49.9
22.6,91.7,Low,Medium,No,7.3,50.9,Low,Yes,4.0,57.2
19.2,83.6,Medium,High,Yes,7.1,67.7,Low,Yes,2.0,56.6
21.0,80.0,Medium,Low,Yes,7.2,61.4,Low,Yes,0.0,47.6
10.0,70.4,High,High,No,7.4,88.3,Low,,0.0,52.2
21.1,97.8,High,Low,No,7.8,62.0,Low,Yes,0.0,52.9
17.6,85.6,Medium,Medium,No,7.5,59.0,Low,No,1.0,57.5
22.5,99.6,Medium,Medium,Yes,9.0,98.4,Low,Yes,0.0,73.0
25.0,67.1,Medium,Low,Yes,10.0,83.3,Low,Yes,2.0,53.2
21.1,97.4,Low,Medium,Yes,6.8,,Low,No,1.0,71.5
29.4,77.7,Medium,Medium,No,7.4,65.5,Low,Yes,0.0,54.1
18.2,95.9,Low,High,Yes,6.4,82.1,Low,Yes,0.0,64.5
11.6,84.2,High,High,No,5.5,53.8,Low,Yes,1.0,50.7
16.5,93.7,Low,Medium,Yes,7.7,78.0,Low,Yes,0.0,54.7
30.7,99.4,Medium,Medium,Yes,6.9,72.2,Low,Yes,1.0,67.5
33.1,92.7,High,Medium,No,8.8,61.5,Low,Yes,3.0,69.7
20.9,84.5,Medium,Low,No,6.8,96.6,Low,Yes,2.0,65.8
23.9,88.7,Low,Medium,No,7.4,88.9,Low,Yes,1.0,65.9
9.9,76.6,Low,Medium,Yes,6.8,67.4,Low,Yes,1.0,44.7
17.8,60.3,High,Medium,Yes,5.2,76.7,Low,Yes,4.0,54.6
23.8,73.0,Medium,Medium,Yes,7.1,94.0,Low,Yes,2.0,70.1
24.4,97.7,Low,High,No,10.0,92.7,Low,Yes,1.0,79.5
30.4,76.6,Low,High,Yes,9.1,63.4,Low,Yes,0.0,56.2
23.3,74.6,Medium,Medium,Yes,8.0,56.5,Low,Yes,2.0,57.2
15.9,80.6,High,Low,No,9.5,95.7,Low,Yes,1.0,58.9
24.3,77.4,Medium,High,Yes,5.8,64.0,Low,Yes,1.0,53.9
20.5,86.9,Low,Medium,Yes,7.4,72.9,Low,Yes,2.0,56.9
21.3,62.5,High,Medium,No,7.5,53.5,Low,Yes,2.0,52.2
27.6,82.5,High,High,Yes,9.3,57.5,Low,Yes,1.0,55.7
21.2,79.9,Medium,Medium,Yes,5.4,95.4,Low,Yes,2.0,68.6
22.9,96.4,Low,High,No,6.4,52.7,Low,Yes,1.0,51.3
20.6,65.4,Low,High,Yes,5.8,80.9,Low,Yes,1.0,60.4
15.3,97.0,High,Low,No,6.4,57.4,Low,Yes,1.0,44.3
20.7,68.3,High,Medium,No,6.2,98.2,Low,Yes,1.0,61.2
21.7,76.6,Low,High,Yes,7.4,93.2,Low,Yes,1.0,65.5
25.9,70.3,Medium,High,Yes,7.8,91.4,Low,Yes,5.0,66.8
18.5,60.3,High,Medium,No,6.4,76.2,Low,Yes,0.0,55.0
17.5,75.5,High,Medium,Yes,6.4,72.4,Low,Yes,1.0,61.3
22.5,72.2,High,Medium,Yes,6.9,87.1,Low,Yes,2.0,65.4
19.1,71.4,Medium,Low,Yes,6.3,90.2,Low,Yes,1.0,51.8
8.1,78.2,Low,Medium,No,8.4,82.0,Low,Yes,2.0,47.7
24.9,97.1,Medium,Medium,No,7.2,92.0,Low,Yes,2.0,72.3
27.6,91.3,Low,Medium,Yes,6.8,60.9,Low,Yes,2.0,59.0
25.8,91.8,High,Low,Yes,9.9,82.0,Low,Yes,1.0,61.6
24.9,75.1,Low,Medium,No,7.3,63.0,Low,No,4.0,61.4
19.5,75.7,Medium,Medium,No,5.9,95.6,Low,Yes,0.0,62.9
21.0,81.8,Medium,Medium,Yes,10.0,90.9,Low,Yes,3.0,65.7
22.3,85.6,Medium,High,No,10.0,99.9,Low,Yes,1.0,67.0
29.2,74.3,Medium,High,No,7.7,84.6,Low,Yes,0.0,65.1
25.1,93.5,High,Medium,No,10.0,59.6,Low,Yes,2.0,58.2
20.1,88.6,High,High,No,6.7,61.4,Low,Yes,0.0,52.3
19.4,77.4,Medium,High,Yes,7.2,65.2,Low,Yes,0.0,54.8
25.5,81.5,High,Medium,Yes,7.3,61.6,Low,Yes,1.0,54.7
22.9,72.1,Medium,Medium,Yes,9.2,85.3,Low,Yes,0.0,54.4
29.0,85.5,Medium,High,Yes,7.9,71.9,Low,Yes,2.0,70.7
16.1,92.8,High,Medium,Yes,8.0,89.5,Low,Yes,1.0,65.4
15.9,87.6,High,Low,Yes,8.7,86.1,Low,Yes,1.0,58.3
23.2,70.8,Medium,Medium,Yes,5.7,65.3,Low,Yes,2.0,58.3
27.5,61.4,Low,Medium,Yes,6.6,54.6,Low,Yes,1.0,54.5
18.3,99.3,Medium,High,No,7.4,53.3,Low,Yes,1.0,52.0
28.8,84.2,Low,Low,No,6.6,80.4,Low,Yes,1.0,64.2
12.4,98.5,Medium,Medium,No,7.7,62.5,Low,Yes,2.0,56.3
11.8,63.4,High,Medium,No,6.3,92.4,Low,Yes,1.0,52.7
20.4,99.6,Medium,High,Yes,5.7,91.3,Low,Yes,2.0,75.8
26.2,94.4,Low,Low,Yes,9.4,79.2,Low,Yes,1.0,61.8
22.7,80.1,Medium,High,No,10.0,53.3,Low,Yes,0.0,49.2
29.2,74.2,Medium,High,Yes,8.8,98.1,Low,Yes,2.0,78.5
25.8,96.2,High,Low,Yes,8.1,76.6,Low,Yes,2.0,60.5
12.9,96.6,Medium,Low,Yes,6.5,93.0,Low,Yes,0.0,53.5
28.3,62.7,Medium,High,Yes,9.1,63.5,Low,Yes,0.0,47.9
23.6,90.5,High,Medium,No,8.4,88.8,Low,Yes,0.0,67.2
16.6,66.1,Low,Medium,Yes,9.0,60.6,Low,Yes,0.0,41.7
21.0,66.5,Low,Medium,Yes,6.0,61.1,Low,Yes,0.0,50.1
31.5,67.2,Low,Low,Yes,7.4,81.7,Low,Yes,3.0,65.9
16.2,66.2,Medium,Low,Yes,5.2,82.5,Low,Yes,1.0,53.1
16.3,96.3,Medium,Medium,Yes,6.0,50.6,Low,Yes,1.0,43.3
25.7,84.1,Low,Low,No,7.0,97.8,Low,Yes,0.0,73.0
12.4,84.6,Medium,High,Yes,6.1,68.6,Low,Yes,0.0,52.8
23.0,93.1,Low,Medium,Yes,6.1,77.6,Low,Yes,0.0,55.3
21.6,63.8,High,High,Yes,8.5,73.4,Low,Yes,5.0,68.0
17.4,74.7,Low,Medium,No,7.7,64.1,Low,Yes,3.0,49.4
20.1,69.2,High,Medium,No,8.8,97.3,Low,Yes,1.0,61.8
23.4,85.5,Low,Low,No,7.6,60.6,Low,Yes,0.0,47.8
4.3,84.0,Low,Medium,No,5.7,90.6,Low,Yes,2.0,58.3
27.5,85.9,Medium,High,Yes,9.2,,Low,No,4.0,79.6
20.5,97.2,High,High,Yes,7.6,87.0,Low,Yes,0.0,71.2
18.6,80.1,Low,High,Yes,5.5,68.5,Low,No,1.0,54.2
19.5,97.0,High,Medium,Yes,7.6,62.1,Low,Yes,1.0,62.9
9.7,95.6,High,Low,No,6.7,67.5,Low,Yes,2.0,53.1
13.8,77.3,Medium,High,Yes,9.8,97.1,Low,Yes,1.0,65.1
23.8,76.0,Low,Low,No,6.5,66.5,Low,Yes,2.0,56.8
14.7,91.4,Medium,Medium,Yes,7.5,55.8,Low,Yes,2.0,50.4
25.7,99.1,Medium,Medium,Yes,7.4,65.0,Low,Yes,1.0,64.1
15.0,83.8,High,Medium,Yes,9.5,66.2,Low,Yes,0.0,52.4
18.5,65.3,Medium,High,No,5.7,81.4,Low,Yes,1.0,59.6
19.5,75.5,High,Medium,Yes,8.5,62.2,Low,Yes,0.0,48.3
17.2,94.9,High,High,Yes,4.9,61.1,Low,Yes,1.0,49.2
17.6,83.8,Medium,High,Yes,6.5,97.2,Low,Yes,2.0,62.8
24.0,72.8,Low,High,Yes,5.5,87.6,Low,Yes,1.0,63.3
14.7,90.3,Medium,High,Yes,8.6,57.4,Low,Yes,2.0,51.9
20.7,78.7,High,Medium,No,8.5,99.8,Low,Yes,3.0,72.2
11.0,61.3,Low,High,No,7.1,66.5,Low,Yes,1.0,51.8
26.0,64.8,Low,Medium,Yes,6.7,93.6,Low,Yes,1.0,58.9
34.1,63.2,High,Medium,No,8.2,73.0,Low,,3.0,57.9
28.8,64.0,Medium,Medium,No,5.7,52.5,Low,Yes,2.0,53.8
22.0,95.3,Medium,Medium,Yes,7.0,51.5,Low,Yes,2.0,56.5
31.2,91.5,Low,Medium,No,9.6,65.6,Low,Yes,1.0,63.7
24.6,78.8,High,High,Yes,7.9,65.7,Low,Yes,1.0,65.5
19.5,66.6,High,High,Yes,8.8,67.0,Low,Yes,0.0,45.4
25.5,98.7,High,High,Yes,7.1,56.4,Low,Yes,4.0,67.7
8.6,95.4,Medium,Medium,No,9.2,91.8,Low,Yes,2.0,60.4
20.0,94.0,High,Medium,Yes,6.1,96.3,Low,Yes,1.0,65.6
24.1,86.2,High,High,No,5.0,61.8,Low,Yes,0.0,64.0
17.6,91.0,Medium,High,No,9.3,65.5,Low,Yes,1.0,58.9
20.3,96.0,Medium,Medium,Yes,7.9,71.0,Low,Yes,2.0,57.3
24.1,62.1,Medium,High,Yes,6.1,54.3,Low,Yes,1.0,50.7
24.6,78.1,Medium,Medium,No,7.2,82.8,Low,Yes,2.0,59.9
17.4,60.5,Medium,Medium,Yes,8.1,98.5,Low,Yes,0.0,50.4
19.2,83.7,Medium,Medium,Yes,7.3,88.9,Low,Yes,0.0,65.5
10.4,70.6,Medium,Medium,Yes,7.1,90.3,Low,Yes,0.0,45.0
20.3,85.4,Medium,High,No,7.8,96.9,Low,Yes,1.0,64.0
21.1,74.2,Low,Medium,Yes,5.2,58.4,Low,Yes,5.0,58.8
29.5,68.8,Low,Medium,Yes,7.3,64.6,Low,Yes,1.0,59.0
18.4,96.6,,Medium,Yes,8.4,94.3,Low,Yes,3.0,73.6
15.5,78.2,Medium,Medium,Yes,5.3,73.3,Low,Yes,1.0,52.9
29.7,67.9,Medium,High,No,10.0,65.0,Low,Yes,6.0,67.2
20.1,89.2,Medium,High,No,7.5,89.9,Low,Yes,1.0,67.2
20.9,91.7,Low,Medium,Yes,6.8,51.0,Low,Yes,3.0,51.4
21.0,75.0,High,Medium,Yes,6.8,76.7,Low,Yes,2.0,59.8
18.2,83.7,Medium,High,Yes,6.7,94.3,Low,Yes,1.0,64.1
10.1,,High,Medium,No,10.0,58.5,Low,Yes,,41.0
31.3,64.2,High,High,No,7.0,78.7,Low,Yes,2.0,54.4
20.9,73.3,High,Medium,Yes,6.8,67.3,Low,Yes,1.0,49.6
17.7,73.6,Medium,Medium,Yes,6.6,70.4,Low,Yes,1.0,51.6
30.2,87.0,Medium,Medium,No,6.3,76.9,Low,No,2.0,68.9
11.6,67.7,Medium,Medium,Yes,8.3,74.7,Low,Yes,1.0,49.4
12.7,62.1,Low,Medium,No,4.8,58.8,Low,No,1.0,39.0
25.2,95.9,Medium,Medium,No,8.9,63.1,Low,Yes,2.0,56.6
21.0,79.3,Low,Low,Yes,4.8,97.0,Low,Yes,0.0,68.2
23.2,87.0,Medium,Medium,Yes,6.8,92.5,Low,No,3.0,76.1
11.8,80.9,High,High,Yes,8.1,61.3,Low,Yes,2.0,48.6
14.8,96.5,Low,Medium,Yes,5.3,65.5,Low,Yes,0.0,47.1
27.2,99.9,Medium,Medium,Yes,7.2,53.0,Low,Yes,2.0,62.0
33.2,71.0,Medium,Low,Yes,7.9,54.7,Low,Yes,3.0,54.0
12.2,97.2,Medium,Medium,Yes,7.7,51.3,Low,Yes,1.0,44.6
18.7,74.9,High,Medium,No,8.0,71.1,Low,Yes,3.0,54.5
26.1,91.6,Medium,Medium,Yes,9.0,73.9,Low,Yes,2.0,61.6
28.6,79.1,Medium,Medium,No,8.0,53.3,Low,Yes,1.0,50.8
21.4,89.1,Medium,Low,Yes,6.8,74.5,Low,Yes,2.0,58.4
24.7,88.5,Low,Low,Yes,7.5,84.1,Low,No,2.0,70.0
27.1,76.6,Medium,High,No,7.1,98.3,Low,Yes,2.0,68.8
15.1,84.6,Medium,High,No,7.5,80.0,Low,Yes,1.0,59.7
24.5,94.9,High,High,No,5.9,94.2,Low,Yes,0.0,70.4
15.9,87.5,Low,Low,Yes,7.1,61.4,Low,Yes,2.0,43.1
21.7,85.1,,Medium,No,7.2,75.5,Low,Yes,2.0,53.8
30.5,72.2,Medium,Low,No,7.4,54.1,Low,,2.0,49.0
20.3,93.7,High,High,No,6.3,70.5,Low,Yes,3.0,60.5
20.9,69.4,High,High,No,7.8,84.6,Low,Yes,2.0,65.4
22.0,83.4,High,Medium,No,6.3,89.3,Low,Yes,0.0,61.3
18.0,62.6,Medium,High,Yes,,83.9,Low,Yes,1.0,59.3
16.7,66.2,Medium,Medium,No,6.1,59.5,Low,Yes,0.0,46.1
17.8,67.5,High,Medium,Yes,8.3,77.9,Low,Yes,0.0,42.8
24.4,81.7,Medium,High,Yes,9.2,82.3,Low,Yes,3.0,67.4
23.0,66.5,Medium,High,No,5.5,51.0,Low,Yes,2.0,48.2
22.7,64.8,Medium,High,No,4.7,56.1,Low,No,0.0,47.7
23.0,95.0,Medium,Medium,Yes,5.2,67.5,Low,Yes,2.0,55.8
13.9,70.3,Low,Medium,Yes,8.5,68.2,Low,,0.0,47.5
32.0,62.0,Low,High,Yes,7.3,85.2,Low,Yes,2.0,65.0
14.1,86.4,Medium,High,Yes,7.8,75.4,Low,Yes,0.0,51.1
29.7,93.5,Low,Medium,No,8.2,92.5,Low,Yes,1.0,70.2
27.0,91.8,Medium,Medium,No,8.2,99.4,Low,Yes,1.0,68.4
21.3,75.7,High,Medium,Yes,6.3,59.0,Low,Yes,1.0,52.5
25.6,72.0,High,Low,Yes,5.6,67.2,Low,Yes,2.0,59.6
9.9,74.9,Medium,Low,No,5.4,69.8,Low,No,0.0,47.1
17.7,95.9,Medium,Medium,No,5.4,50.0,Low,Yes,0.0,48.1
25.0,80.4,Medium,Medium,Yes,5.5,71.3,Low,Yes,2.0,59.4
12.1,98.4,High,Medium,Yes,7.1,97.5,Low,No,0.0,55.0
18.9,96.1,Medium,Medium,No,10.0,53.1,Low,No,2.0,51.3
22.6,98.9,High,Medium,No,8.3,56.6,Low,Yes,0.0,53.3
26.2,87.2,Medium,Medium,No,6.0,95.3,Low,Yes,1.0,70.5
24.6,66.7,Medium,High,No,5.2,55.5,Low,Yes,1.0,52.7
15.7,82.5,High,Medium,Yes,7.3,,Low,Yes,3.0,48.4
23.8,66.4,High,Medium,No,7.0,73.8,Low,No,1.0,54.5
20.5,62.1,High,Medium,Yes,6.4,66.1,Low,Yes,2.0,50.4
24.6,89.8,Low,Low,Yes,6.2,56.0,Low,Yes,1.0,50.3
21.1,78.7,High,Medium,Yes,7.7,94.0,Low,Yes,3.0,66.4
7.9,86.0,Medium,High,No,8.2,93.8,Low,No,1.0,59.8
27.9,76.3,Low,High,Yes,5.5,84.4,Low,,4.0,75.2
24.0,63.6,Medium,High,Yes,7.3,99.9,Low,Yes,1.0,61.5
21.2,78.8,High,Medium,No,7.3,90.5,Low,Yes,2.0,61.7
14.8,92.2,Medium,Medium,No,5.4,57.0,Low,Yes,2.0,52.0
28.6,65.7,Low,Medium,No,4.0,98.5,Low,Yes,0.0,70.7
22.1,85.0,Medium,Low,Yes,6.0,87.3,Low,Yes,1.0,55.4
24.4,76.1,Medium,Low,Yes,7.3,91.5,Low,No,3.0,72.9
21.4,99.0,High,High,Yes,6.6,90.1,Low,Yes,0.0,68.2
20.1,64.0,High,Medium,Yes,6.6,57.9,Low,Yes,2.0,50.5
18.8,82.5,High,Medium,No,8.3,83.0,Low,Yes,0.0,59.2
20.7,65.4,Medium,Low,Yes,8.1,93.7,Low,Yes,1.0,61.1
20.5,94.1,High,Medium,Yes,8.5,50.4,Low,Yes,1.0,48.3
